	summarized	lineages	abundances	resid	coverage
9.15.22.PLSEP11.R1__NA__NA__220915_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9264103172929475), ('Omicron', 0.034085775902034314), ('BA.2* [Omicron (BA.2.X)]', 0.002628462986793153)]"	BA.5.2.1 BA.5.2.21 BA.5.1 BF.14 BA.5.1.20 BA.5.3 BF.16 BA.5 BA.5.3.1 BA.5.1.23 BF.12 BA.4.6.1 BF.25 BE.1 BF.10 BA.5.1.21 BE.1.1 BA.5.2.18 BA.5.1.3 BA.4.6 BA.5.5.1 BA.5.1.25 BA.5.1.22 BA.5.1.1 BA.5.2.9 BA.5.5.2 BF.7 BA.5.1.26 BF.4 BA.5.2.2 BA.5.1.18 BF.13 BA.5.2.27 BA.5.1.28 BA.5.1.9 BF.1 BF.19 BA.5.1.11 BA.5.2.7 BF.21 BA.5.10.1 XBB BA.5.1.27 BW.1 BA.5.1.10 BU.1 BA.5.1.16 BQ.1.2 BA.4.1.3 XAN BA.5.10 BA.5.1.7 BA.2.10.4 BE.2 BA.5.1.15 BA.5.1.2 BF.22 BA.5.2.25 BA.5.2.10	0.23242582 0.11360056 0.10198928 0.05142960 0.04810071 0.03366443 0.02983669 0.02680758 0.02222296 0.02103250 0.02024424 0.01966330 0.01765530 0.01721694 0.01705960 0.01584488 0.01512549 0.01369569 0.01335460 0.01191120 0.01088582 0.01061310 0.01058730 0.01033090 0.00763623 0.00694013 0.00521745 0.00493321 0.00397468 0.00348123 0.00283702 0.00267142 0.00250053 0.00238854 0.00229400 0.00210010 0.00196687 0.00196053 0.00175637 0.00158228 0.00157774 0.00142473 0.00139602 0.00139448 0.00137841 0.00135091 0.00126205 0.00126103 0.00125718 0.00125410 0.00120859 0.00120770 0.00120373 0.00111294 0.00107258 0.00106724 0.00106406 0.00105346 0.00103853	10.53341296	99.34120322
9.15.22.PLSEP12.R1__NA__NA__220915_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9102720212481825), ('Omicron', 0.042664403719277266), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.007789517468846069)]"	BF.10 BA.5.2.1 BA.5.2.21 BA.5.2.22 BA.5 BF.25 BA.5.1.1 BE.1 BA.5.2.9 BF.14 BA.5.5.3 BA.5.2.18 BF.7 BA.5.1.3 BA.4.6 BA.5.1.23 BA.5.1 XAV BA.5.2.31 BA.4.1.8 BA.5.1.25 BA.5.2.16 BA.2.75.1 BA.5.2.19 BA.5.1.22 BA.5.2.32 BW.1 BA.5.6.2 BF.4 BA.5.1.28 BA.5.2.30 BF.13 BE.1.1.2 BA.5.5.2 BA.5.2.2 BF.16 BF.9 BA.5.1.11 BF.19 BF.21 BA.5.1.9 BV.1 BA.5.1.7 BA.5.1.16 BA.5.2.10 BA.5.3.2 BU.1 BA.4.1.3 BA.5.1.15 BL.3 BA.5.1.10 CD.1 BA.5.2.13 BF.11 BA.5.9 BA.5.2.5 BF.26 BA.5.2.7 BR.3 XAN XAZ	0.20436393 0.16919956 0.05681540 0.05628321 0.05480199 0.04657660 0.03409220 0.02980939 0.02624990 0.02598730 0.02228881 0.02136634 0.02059217 0.01858790 0.01699795 0.01572380 0.01473808 0.01393200 0.00936809 0.00820475 0.00758600 0.00602200 0.00539457 0.00469747 0.00442363 0.00412348 0.00387298 0.00337470 0.00296239 0.00276932 0.00235546 0.00217865 0.00208862 0.00208271 0.00203390 0.00200816 0.00198906 0.00192449 0.00188058 0.00185471 0.00184820 0.00184615 0.00184495 0.00182213 0.00177305 0.00161003 0.00160587 0.00148333 0.00143778 0.00134624 0.00132634 0.00125030 0.00123324 0.00116837 0.00114253 0.00112851 0.00110530 0.00105628 0.00104871 0.00104419 0.00100218	10.25646646	99.33451493
9.15.22.PLSEP13.R1__NA__NA__220915_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.925216917130788), ('Omicron', 0.034376270982819424), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.001150749997577846)]"	BA.5.1 BA.5.2.21 BA.5.1.23 BF.10 BF.2 BA.5.2.1 BA.5.2.9 BF.26 BA.5.2.20 BA.5.2.22 BF.14 BE.1.1 BA.5.8 BF.24 BA.5.1.8 BA.5 BK.1 BA.4.6 BF.7.1 BA.5.3.2 BA.5.1.5 BA.4.1.1 BF.21 BA.5.2.8 BA.5.1.12 BA.5.6.1 XAV BA.5.1.26 BA.5.1.22 BE.3 BA.5.2.18 BE.1.1.1 BA.5.1.9 BA.5.5.2 BA.5.1.28 BF.1 BF.19 BA.5.1.27 BF.11 BF.16 BA.5.1.16 BA.5.5.1 BA.5.1.18 BE.2 BF.15 BA.4.1.8 BF.25 BA.4.1.3 BA.5.1.15 BA.4.1.10 BA.5.2.7 BA.5.1.3 BA.5.1.11 BU.1 BA.5.2.27 XAZ BA.5.2.25 BA.5.2.12 BM.1.1.1 BA.5.10.1 BF.27	0.17413677 0.09925246 0.06328450 0.06083540 0.05695813 0.05405084 0.04037850 0.03952020 0.03950884 0.03846150 0.03299450 0.02159411 0.02029616 0.01607350 0.01525960 0.01476218 0.01451130 0.01343180 0.01196406 0.01114470 0.01101270 0.01009370 0.00808489 0.00804343 0.00673463 0.00640371 0.00544944 0.00484151 0.00386817 0.00369925 0.00359713 0.00326608 0.00279896 0.00272789 0.00268186 0.00265456 0.00212585 0.00206814 0.00198425 0.00191845 0.00188153 0.00174489 0.00151993 0.00146046 0.00144970 0.00141648 0.00141223 0.00140953 0.00139292 0.00138504 0.00135087 0.00134151 0.00129513 0.00128932 0.00120477 0.00119028 0.00117014 0.00115189 0.00115075 0.00103694 0.00101600	9.735502973	98.99006789
9.15.22.PLSEP14.R1__NA__NA__220915_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.7320992194224586), ('Omicron', 0.19143924898214024), ('Delta', 0.004098285997107352), ('BA.2* [Omicron (BA.2.X)]', 0.0015208199994853077), ('A', 0.001052709999368792)]"	BA.4.6 BA.5.2.21 BA.5.2.1 BF.14 BF.10 BA.5.1.1 BA.5 BA.5.1 BF.7.1 BA.5.1.3 BA.5.5.3 BF.25 BW.1 BK.1 BF.5 BF.1 BA.5.1.25 BA.5.8 BA.5.1.17 BF.7 BA.5.1.24 BA.5.2.11 BA.5.5 BA.5.5.2 BA.5.5.1 BA.5.2.9 BA.5.1.28 BF.4 XY BA.5.1.15 BA.5.1.23 BF.11 BF.16 BA.5.3.2 BF.22 BA.5.1.9 BF.13 BA.5.1.6 BA.5.1.8 BA.2.2.1 BA.5.2.7 BQ.1.2 BA.5.1.16 BU.1 CD.1 BF.17 BA.5.3.3 AY.3.3 BA.5.1.11 AY.29.1 AY.122.6 BA.5.2.24 BA.5.1.2 BA.5.2.27 BV.2 A.28 BA.5.2.13	0.18834877 0.14297870 0.11911301 0.06360709 0.05169360 0.04190410 0.04122353 0.02611013 0.02138720 0.01963940 0.01923112 0.01824571 0.01238539 0.01221970 0.01175205 0.01124843 0.00916213 0.00902874 0.00889315 0.00838900 0.00832219 0.00779314 0.00721921 0.00627074 0.00497686 0.00450432 0.00418026 0.00360082 0.00309048 0.00255467 0.00248385 0.00240019 0.00203304 0.00192102 0.00181984 0.00175439 0.00163081 0.00161185 0.00157749 0.00152082 0.00149084 0.00148785 0.00148437 0.00147870 0.00147595 0.00146175 0.00144161 0.00141024 0.00139721 0.00138889 0.00129916 0.00120395 0.00112708 0.00108572 0.00106460 0.00105271 0.00103271	11.13626661	99.65220881
9.15.22.SBSEP08.R1__NA__NA__220915_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9702209799101138), ('Omicron', 0.001226834000577085)]"	BA.5.1 BF.14 BA.5.2.1 BA.5.6 BA.5.2.21 BA.5.1.3 BA.5.1.28 BA.5.2.16 BA.5.1.10 BA.5.1.12 BA.5.1.9 BF.4 BA.5.1.11 BA.5.1.16 BA.5.2.9 BA.5.2.20 BA.5.1.23 BF.13 BA.5.1.25 BA.5.2.2 XAT BA.5.2.5 BA.5.1.7 BF.10 BA.5.2.28 BF.16	0.36333819 0.22984800 0.17446352 0.11822268 0.03946800 0.00817676 0.00452233 0.00429307 0.00330668 0.00278836 0.00214133 0.00197759 0.00196850 0.00182074 0.00179931 0.00156570 0.00137552 0.00128257 0.00127065 0.00124378 0.00122683 0.00112108 0.00109649 0.00106771 0.00106125 0.00100117	9.281265817	98.27776477
9.15.22.SBSEP13.R1__NA__NA__220915_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8822869799466581), ('Omicron', 0.07691825924475543), ('BA.2* [Omicron (BA.2.X)]', 0.0010009999982651197)]"	BA.5.2.21 BF.14 BF.27 BA.4.6 BA.5.6 BF.10 BA.5.2.1 BA.5.1.23 BA.5.1.10 BA.5.6.1 BA.5.1.2 BA.4.1.6 BE.1.2 BA.5.1.24 BA.5.2.20 BA.5.1.26 BA.5.6.2 BA.5.2.26 BA.5.2.19 BA.4.1.3 BA.4.5 BK.1 BA.5.1.9 BA.5.2.9 BA.5.2.16 BA.4.1.1 BA.5.2.10 BF.16 BF.11 BA.5.2.33 BA.5.1.3 BA.5.1.15 BF.17 BA.4.1.7 BF.4 BA.5.2.25 BA.2.10.4	0.40656680 0.12401200 0.10459353 0.05643326 0.03661370 0.03171590 0.03017299 0.02623910 0.02428416 0.02414836 0.01781610 0.01231544 0.00722653 0.00706202 0.00502982 0.00461882 0.00398691 0.00358027 0.00311311 0.00253945 0.00252101 0.00241984 0.00227273 0.00224925 0.00205174 0.00203604 0.00202335 0.00176069 0.00170600 0.00134671 0.00123545 0.00122564 0.00112405 0.00107306 0.00106383 0.00102757 0.00100100	10.45420488	98.52857573
9.22.22.PLSEP18.R1__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.851954988028225), ('Omicron', 0.10499435982308031), ('BA.2* [Omicron (BA.2.X)]', 0.00396810334646212)]"	BA.5.2.6 BA.5.2 BF.14 BF.26 XAS BA.5.1 BF.2 BA.4.6 BA.5.1.5 BF.10 BF.16 BA.5.6.1 BA.5.6 BA.5.2.22 BA.5.2.21 BF.21 BA.5.1.2 BF.3 BK.1 BF.5 BA.5.1.1 BF.4 BE.1.1 BA.5.1.8 BF.27 BA.5.1.7 BA.5.1.3 BE.1.1.1 BA.4.1.8 BA.5.1.24 BA.5.1.22 BA.4.8 BE.1.1.2 BA.5.1.28 BA.5.1.16 BA.5.1.26 BA.4.3 BF.25 BA.5.2.7 XAZ BF.1 BA.5.3.2 BF.24 BA.5.2.3 BA.5.2.27 BA.5.2.10 BA.5.5.3 BA.5.1.9 BA.2.10.4 BA.5.1.15 BA.5.6.2 BF.11 BA.5.2.13 BA.5.10.1 BA.4.1.3 BA.5.1.6 BA.2.3.16 BA.5.2.16 CE.1 BF.19 BA.5.8 BA.5.9 BP.1 BF.13 BA.5.2.5 BF.9	0.11997469 0.08479713 0.08144555 0.05134470 0.05100856 0.05030753 0.04545234 0.03989620 0.03575690 0.03502180 0.03085170 0.02921130 0.02687527 0.02407580 0.02147410 0.01960210 0.01855780 0.01777575 0.01703417 0.01387530 0.01290590 0.01045170 0.00968457 0.00950026 0.00867730 0.00867083 0.00657580 0.00527252 0.00456138 0.00449297 0.00366968 0.00334283 0.00332835 0.00285418 0.00278746 0.00277807 0.00274390 0.00271680 0.00216169 0.00212314 0.00201843 0.00199538 0.00198060 0.00183745 0.00177941 0.00175704 0.00173611 0.00167056 0.00164090 0.00157819 0.00146626 0.00143128 0.00136407 0.00133067 0.00131835 0.00126123 0.00125777 0.00116539 0.00115349 0.00112943 0.00111453 0.00107859 0.00106943 0.00105857 0.00105485 0.00103146	9.724500703	99.33451493
9.22.22.PLSEP19.R1__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9193487580737602), ('Omicron', 0.03834342587006741), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.003915470000029915)]"	BA.5.2.1 BA.5.1 BA.5.2.21 BF.10 BF.14 BF.1 BA.5 BF.5 BA.5.1.22 BF.25 BA.5.2.18 BA.4.6 BA.5.1.15 BA.5.6 BK.1 BA.5.1.3 BA.5.2.28 BA.5.1.24 BF.2 BA.5.5.2 BA.5.2.20 BQ.1 BF.7 BA.4.1.3 BA.5.1.5 BA.5.1.1 BA.5.2.9 BF.15 BF.21 BA.5.1.23 BA.5.6.1 BA.5.5.1 BA.5.2 BF.13 BE.1 BF.16 CA.1 BE.1.1.2 BA.5.2.23 BA.4 BF.4 BF.3.1 BA.5.2.32 BA.5.3.2 BU.1 BA.5.2.27 BA.5.2.30 BA.5.1.2 XAV BA.5.2.6 BA.5.2.13 BA.5.10 BA.5.2.7 BF.27 BA.5.3.3 BA.5.1.9 BF.11 BA.5.1.16 BA.5.5 BA.5.2.22 BF.17 BA.4.1.1 BQ.1.2 BA.5.2.29 BA.4.1.8 BA.5.2.25	0.11736637 0.11420407 0.11200954 0.05925140 0.05449320 0.03661559 0.03595857 0.03401836 0.02545040 0.02504570 0.02223548 0.02130676 0.01759440 0.01737948 0.01522680 0.01424760 0.01421780 0.01251787 0.01123742 0.01096940 0.01094077 0.01090609 0.01028118 0.00965184 0.00950670 0.00948461 0.00903506 0.00827321 0.00811108 0.00742574 0.00733556 0.00712378 0.00685522 0.00661598 0.00548556 0.00397422 0.00391547 0.00382219 0.00347777 0.00317412 0.00280374 0.00277912 0.00264887 0.00257069 0.00255940 0.00237071 0.00229338 0.00218778 0.00202043 0.00192689 0.00187533 0.00173402 0.00166408 0.00135455 0.00131683 0.00129870 0.00127146 0.00121840 0.00121692 0.00117647 0.00115458 0.00113735 0.00112152 0.00109034 0.00105292 0.00102082	9.589960753	99.19740494
9.22.22.PLSEP20.R1__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.8355854604657655), ('Omicron', 0.12471918059335725), ('BA.2* [Omicron (BA.2.X)]', 0.0015767899931584085), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.0012014899975989683)]"	BA.5.2.6 BA.5.2.21 BA.5.1 BA.4.1 BF.2 BF.10 BA.5.3.1 BA.5.2.9 BA.4 BF.14 BA.5.1.1 BA.5 BF.7 BF.25 BF.27 BA.4.8 BF.7.1 BF.26 BA.4.6 BA.5.2.22 BF.21 BA.5.1.24 BA.5.5 BF.22 BA.4.1.3 BA.5.6.1 BA.5.5.1 BA.5.1.10 BF.5 BA.4.3 BA.5.1.22 BF.16 BA.5.1.5 BA.5.2.28 BU.1 BA.5.2.24 BF.13 BA.5.2.30 CF.1 BA.5.2.23 BA.5.1.26 BA.5.1.9 BF.19 BF.11 BQ.1.2 BA.5.3.2 BF.1 BA.5.1.7 BE.1.1.1 BA.5.1.16 BA.5.1.17 BF.4 BQ.1.1 BA.5.1.11 BA.5.2.32 BE.3 BA.5.1.23 BA.4.1.5 BA.5.2.14 BA.2.10.4 BA.5.2.7 BA.5.2.13 BA.5.1.28 BF.17 BA.4.1.1 BA.4.1.7 BA.5.2.10 BA.5.2.25 BE.2 BK.1 BL.1.1 BA.5.1.15 BA.4.1.2 XY BA.4.1.8 BV.1	0.29869849 0.08530190 0.06954294 0.06743946 0.05541746 0.03497840 0.03043580 0.02699029 0.02378450 0.01928780 0.01678850 0.01643916 0.01470398 0.01231178 0.01192699 0.01005573 0.00813482 0.00802450 0.00720877 0.00674157 0.00667861 0.00620456 0.00530283 0.00479813 0.00470413 0.00453795 0.00436063 0.00414596 0.00405804 0.00398936 0.00352659 0.00352044 0.00348233 0.00333870 0.00328756 0.00320392 0.00313578 0.00286738 0.00278552 0.00263238 0.00258658 0.00245528 0.00217797 0.00214667 0.00204346 0.00204167 0.00202287 0.00194990 0.00184341 0.00183866 0.00181860 0.00181050 0.00178439 0.00172844 0.00170807 0.00168483 0.00166667 0.00164752 0.00160121 0.00157679 0.00154392 0.00153203 0.00151653 0.00142663 0.00140004 0.00138707 0.00127410 0.00122970 0.00122715 0.00120379 0.00120149 0.00112317 0.00107239 0.00102036 0.00100985 0.00100756	9.299004102	98.87302277
9.22.22.PLSEP21.R1__NA__NA__220922_WW__00X.tsv	"[('BA.5* [Omicron (BA.5.X)]', 0.9093335596970452), ('Omicron', 0.0413174470036383), ('BA.2.75* [Omicron (BA.2.75.X)]', 0.0038687355015497842), ('BA.2* [Omicron (BA.2.X)]', 0.0035694586031273213)]"	BF.25 BA.5.2.6 BF.10 BF.28 BF.14 BF.4 BA.5.2.1 BA.4.6 BF.5 BA.5.1.10 BA.5.1.6 BA.5.2.28 BA.5.1 BA.5.1.11 BA.5.3.1 BF.16 BA.5.2.9 BA.5.1.24 BA.5.10 BA.5.6.1 BA.5.1.22 BA.5.1.8 BF.27 BA.5.2.22 BF.26 BF.7 BA.5.5.3 BF.8 BA.5.1.21 BA.5.1.28 BA.5.2 BA.5.1.7 BA.5.1.26 BF.13 XAS BF.21 BA.2.75.2 BA.5.5 BF.1 BA.5.2.27 BA.5.3.2 BA.5.6.2 BF.22 BA.5.1.9 BA.5.5.2 BA.5.2.23 BA.5.2.16 BA.5.5.1 BA.5.2.20 BA.5.2.30 BA.5.1.27 BA.5.1.16 CD.1 BF.17 BA.2.10.4 BA.2.38.2 BA.5.2.14 BA.4.1.8 BW.1 XQ BA.5.2.5 XBB CA.2 BQ.1.3 BA.5.2.7	0.16181256 0.10353795 0.07054930 0.06460646 0.04500526 0.04364758 0.04364758 0.03554200 0.03200875 0.02863536 0.02525570 0.02512130 0.02203723 0.02203723 0.02073712 0.02043800 0.01562220 0.01263237 0.01206340 0.01194850 0.01025710 0.00999126 0.00929293 0.00852273 0.00741142 0.00701103 0.00669028 0.00569152 0.00544618 0.00398936 0.00374300 0.00372539 0.00360673 0.00348432 0.00340704 0.00331004 0.00281039 0.00258993 0.00234510 0.00231616 0.00219322 0.00214533 0.00191612 0.00190658 0.00183936 0.00172183 0.00159127 0.00157233 0.00141708 0.00139338 0.00134710 0.00133528 0.00129118 0.00127065 0.00125945 0.00124356 0.00122666 0.00122019 0.00117116 0.00114822 0.00113507 0.00106644 0.00105834 0.00105627 0.00103535	8.177558858	85.02156974
